date,compileTime,assembleTime,mean,stdev,median
10/11/17,250.854,0.03386,4.65144,0.0169819,4.64454
10/12/17,220.672,0.028004,4.62207,0.0232951,4.60966
10/13/17,224.294,0.059025,4.62121,0.01061,4.61573
10/14/17,216.441,0.059086,4.68351,0.0228106,4.67136
10/19/17,234.46,0.026371,4.59602,0.0129894,4.59061
10/28/17,186.629,0.032851,4.61135,0.0195168,4.60256
10/31/17,216.115,0.035231,4.58523,0.016245,4.57711
