date,compileTime,assembleTime,mean,stdev,median
10/11/17,307.393,0.069018,16604.5,3.34338,16602.7
10/12/17,276.603,0.074959,16949.5,325.568,16686
10/13/17,300.896,0.114528,18185.5,1.95388,18184.6
10/14/17,258.527,0.084685,17047.4,573.11,16625.1
10/19/17,304.222,0.097557,17502.8,2.46495,17502.4
10/28/17,267.832,0.102501,16643.4,2.53542,16642.6
10/31/17,246.119,0.072617,18338.4,767.096,18647.3
